Taxonomy	SRX2199539	SRX2199670	SRX2199763	SRX2199673	SRX2199755	SRX2199636	SRX2199674	SRX2199676	SRX2199624	SRX2199553	SRX2199782	SRX2199750	SRX2199681	SRX2199775	SRX2199300	SRX2199629	SRX2199675	SRX2199552	SRX2199443	SRX2199663	ravg	SRX2199608	SRX2199470	SRX2234477	SRX2199475	SRX2234458	SRX2234572	SRX2234453	SRX2234456	SRX2234559	SRX2234523	SRX2199472	SRX2199601	SRX2199644	SRX2234520	SRX2234430	favg
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae	1.47E-05	0	0	1.14E-05	0	0	0	0	0	4.08E-05	9.48E-06	0	0	0	0	0.0001402369294	0	0	0	0	1.08E-05	0.003614519407	0.0001450318181	1.28E-05	0.0005159685383	2.57E-05	0.003488604277	0.0003330330485	2.44E-05	2.91E-05	0	8.28E-05	1.67E-05	0	0.0009960423068	0	0.000618976676
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides	0.03184054007	0.001764788502	0.0004490784646	0.02881212257	0.016910738	0.002000396078	0.004671916745	0.00307727406	0.04793442441	0.1253538948	0.01536827351	0.008055131333	0.00284670436	0.01822042618	0.001575479542	0.04431486968	0.00173416033	0.001582128096	0.07551220126	0.01716672861	0.02245956383	22.8204448	1.873885945	0.1913954996	7.817938093	0.07341097407	8.391179234	5.294476147	0.01610340266	0.03692249409	0.0132464604	0.06010076072	0.1767872133	0.01100503284	6.474343099	0.1058293845	3.557137903
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella	0.0009626437069	2.43E-05	3.96E-05	0.0001028188355	6.28E-05	1.91E-05	2.80E-05	3.01E-05	0.00240482738	0.0001531569945	0.0002559798796	0.0001510337125	3.05E-05	0.0007557698016	0.0007189081407	0.00224379087	3.23E-05	4.06E-05	0.004399658904	0.0002429254049	0.00063494065	0.02651207956	0.005370855716	0.007248764162	0.003886962989	0.02964945586	0.03584982061	0.0004440440647	0.0001365108309	7.29E-05	1.93E-05	0.0006776142227	0.0004844171764	9.97E-05	0.00302643624	0.0003096973299	0.007585896052
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales	0	0	0	0	0	0	0	0	0	0	0	0	0	9.11E-06	0	9.35E-06	0	0	0	0	9.23E-07	0	4.68E-06	0	0	0	0.0003529327284	0	0	0	0	5.17E-06	0	0	0	0	2.42E-05
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae;Marinifilaceae bacterium SPP2	0.000122162907	0	0	8.00E-05	0	1.91E-05	0	0	0.0003963011413	2.04E-05	2.84E-05	2.52E-05	0	0.0003278037694	0.0002294387683	0.0001121895435	0	0	0.0003971914289	2.02E-05	8.89E-05	0.001168414413	0.0003462049852	0.0002429039137	0.0001203926589	0.0008603350119	0.001778237978	0.0001110110162	1.46E-05	0.0003205583544	7.71E-05	0.0001137978084	0.0001837444462	7.12E-05	0.000157493869	0.001451706234	0.0004678461526
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Alkalitalea	0.0001514820046	0	0	1.14E-05	1.05E-05	9.53E-06	0	0	0.0003062327001	4.59E-05	5.69E-05	7.55E-05	7.63E-06	9.11E-06	6.12E-05	7.48E-05	0	1.74E-05	0.0001222127473	4.05E-05	5.00E-05	0.0001765230408	0.0001684240468	0.0002812571633	3.44E-05	0.005303259103	0.001913981335	8.33E-05	1.95E-05	0.00010199584	0	3.10E-05	0.0005762893995	0.0001566046071	0.0002213427348	0.0003967997039	0.0006309780302
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Draconibacterium	0.001192309972	2.43E-05	0	6.85E-05	7.33E-05	9.53E-06	0	1.00E-05	0.000891677568	1.53E-05	0.0001422110442	5.03E-05	3.82E-05	0.0008286150837	0.0001070714252	2.80E-05	5.39E-05	1.16E-05	0.0005652339564	0	0.0002055083691	0.001782042126	0.0003134558649	0.002000761184	0.0001375916102	0.01373967855	0.0009230548282	0.0001387637702	1.46E-05	0.0008159667202	1.16E-05	0.0002379408721	0.001277859103	0.0002420253019	0.0005193041087	0.001509774483	0.001577627127
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Salinivirgaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Salinivirgaceae;Salinivirga	9.28E-05	0	0	0	5.24E-05	0	0	0	0.0001981505707	3.57E-05	0	0	0	0	0.0001070714252	1.87E-05	7.54E-05	1.16E-05	6.11E-05	4.05E-05	3.47E-05	6.72E-05	0.0001122826979	0.0002684727468	3.44E-05	0.003698156469	0.000515824757	0	3.41E-05	0.0007139708802	9.64E-05	0.0001137978084	0	0.000185078172	7.66E-05	8.23E-05	0.0003999059943
Bacteria;Bacteroidetes;Chitinophagia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae	0	0	0	1.14E-05	3.14E-05	1.91E-05	0	0	2.70E-05	5.11E-06	9.48E-06	5.03E-05	7.63E-06	9.11E-06	0	9.35E-06	6.46E-05	5.80E-06	0.0001222127473	2.02E-05	1.96E-05	8.41E-06	4.68E-06	1.92E-05	1.72E-05	0.003415658405	0.0001764663642	5.55E-05	2.44E-05	1.46E-05	3.47E-05	5.17E-05	5.85E-05	0.0001708413896	4.26E-06	9.68E-06	0.0002710460703
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Arachidicoccus	0.000298077493	0	0	2.28E-05	2.09E-05	0	9.33E-06	0	0.0004953764266	3.57E-05	2.84E-05	5.03E-05	7.63E-06	2.73E-05	0.0003976938651	5.61E-05	0	5.80E-06	0.0001527659342	0	8.04E-05	0.0008742093449	0.0001543887096	0.0003771402871	0.0003267800743	0.004134744385	0.001778237978	2.78E-05	9.75E-06	0.001690216778	7.71E-06	3.62E-05	4.18E-05	0.0002704988668	0.0001915465975	0.000701658013	0.000708173414
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga	0.0004984246604	1.22E-05	0.0001849146619	4.57E-05	2.09E-05	5.72E-05	1.87E-05	1.00E-05	0.0009637323209	6.64E-05	0.0001137688354	0.0001258614271	1.53E-05	7.28E-05	0.0009330509911	0.000224379087	4.31E-05	3.48E-05	0.0002749786815	0.0002429254049	0.0001979504264	0.002067841335	0.003246841347	0.003873678203	0.0004815706357	0.01207037181	0.005633349319	0.0009990991456	4.88E-05	0.0004662666973	3.08E-05	0.000553471159	0.0003925449533	0.0002277885194	0.0005065343355	0.002467900598	0.002204456302
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Filimonas	0.0002589853628	0	0	1.14E-05	2.09E-05	9.53E-06	0	0	0.0004053079854	2.55E-05	2.84E-05	5.03E-05	1.53E-05	0	0.0001223673431	6.54E-05	2.15E-05	5.80E-06	0.0002902552749	0.0002024378374	7.67E-05	0.0009498620767	0.000771943548	0.0009204779889	0.0001375916102	0.001091469791	0.000515824757	0.0004162913107	9.75E-06	0.0001894208458	3.85E-06	5.17E-05	0.000325728791	0.0005694712986	0.0001915465975	0.0002225949559	0.0004245036465
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter	0.0002296662651	0	0	4.57E-05	0	9.53E-06	0	0	0.0001260958177	0	2.84E-05	0	0	1.82E-05	0	0.0001402369294	9.69E-05	0	0.0001374893408	2.02E-05	4.26E-05	0.0005379749815	0.0002152085043	0.0003579636623	1.72E-05	0.002722254067	0.001167392871	0.0001110110162	1.95E-05	0.0002185625143	0.0001156222903	0	0.000442657075	4.27E-05	0.0001106713674	2.42E-05	0.00040686162
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niabella	0.0001612550372	0	1.32E-05	0	0	1.91E-05	0	0	0.0004683558943	2.04E-05	6.64E-05	5.03E-05	1.53E-05	4.55E-05	0.0003059183577	6.54E-05	2.15E-05	2.90E-05	0.0006721701104	0.0001012189187	0.0001027531829	0.001210443708	0.000495915249	0.000747888366	0.001410314005	0.004032017817	0.004411659106	5.55E-05	0	7.29E-05	0	0.0001603514573	0.0009604823325	0.0004698138213	0.0003405272844	0.002013032644	0.001092053698
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niastella	0.0002198932326	0	7.92E-05	0	0	2.86E-05	9.33E-06	0	0.0002882190119	2.04E-05	3.79E-05	2.52E-05	1.53E-05	1.82E-05	9.18E-05	3.74E-05	1.08E-05	1.74E-05	9.17E-05	2.02E-05	5.06E-05	0.000781744895	0.0006503039586	0.001374324775	0.0008771465151	0.009283913636	0.001085946857	0.0001110110162	1.46E-05	0	2.31E-05	0.0001034525531	0.0005094732372	0.0002420253019	0.0002043163706	0.0009774821975	0.001082592795
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Pseudoflavitalea	0.0002394392977	0	0	2.28E-05	1.05E-05	2.86E-05	0	0	0.0004143148296	2.55E-05	1.90E-05	2.52E-05	0	0	0.0004435816187	6.54E-05	3.23E-05	0	0.0003971914289	4.05E-05	8.82E-05	0.001075949963	0.0005707703809	0.000773457199	0.000189188464	0.006754271884	0.001941130006	2.78E-05	4.88E-06	7.29E-05	3.85E-06	5.69E-05	0.0007934419269	0.0009965747725	0.0003235009201	0.002593715138	0.001078549063
Bacteria;Bacteroidetes;Cytophagia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales	0.000175914586	3.65E-05	6.60E-05	1.14E-05	6.28E-05	3.81E-05	9.33E-06	0	0.0001260958177	4.08E-05	9.48E-06	0	7.63E-06	3.64E-05	7.65E-05	3.74E-05	8.62E-05	1.16E-05	0.0002444254947	4.05E-05	5.59E-05	0.0002773933498	0.0001497102639	0.0002556883302	8.60E-05	0.003877927964	0.0005701220998	8.33E-05	0.0001316354441	4.37E-05	7.71E-06	0.0001810419679	0.0001670404057	9.97E-05	0.000157493869	0.001035550447	0.0004749290195
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Amoebophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Amoebophilaceae;Candidatus Amoebophilus	1.47E-05	0	0	3.43E-05	0	0	9.33E-06	0	9.01E-06	0	9.48E-06	0	0	9.11E-06	1.53E-05	3.74E-05	0	0	0	6.07E-05	9.96E-06	3.36E-05	0.0003087774192	7.67E-05	6.88E-05	1.28E-05	0.0002036150356	0	9.75E-06	5.83E-05	0	1.03E-05	1.67E-05	1.42E-05	4.68E-05	5.81E-05	6.12E-05
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Amoebophilaceae;Candidatus Cardinium	0.0001417089721	0	3.96E-05	0	0	4.76E-05	0	0	2.70E-05	1.02E-05	9.48E-06	0	1.53E-05	1.82E-05	3.06E-05	0	4.31E-05	1.74E-05	1.53E-05	0	2.08E-05	3.36E-05	1.40E-05	4.47E-05	3.44E-05	0.003120319521	0.0001493176928	0	1.46E-05	0.0001311375086	2.31E-05	1.03E-05	1.67E-05	2.85E-05	4.26E-05	0	0.0002442277497
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Bernardetiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Bernardetiaceae;Bernardetia	6.35E-05	0	1.32E-05	0	3.14E-05	9.53E-06	9.33E-06	0	0.0002071574148	0	0	5.03E-05	0	0.0003915433912	0.0001988469325	1.87E-05	3.23E-05	5.80E-06	4.58E-05	0	5.39E-05	8.41E-05	0.0004257385628	0.0004666312027	0.0007223559536	0.003056115415	2.71E-05	5.55E-05	9.75E-06	0.0005099792001	1.16E-05	5.17E-06	0	8.54E-05	0.0001021581853	4.84E-06	0.0003710957757
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Chryseolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Chryseolinea;Chryseolinea sp. KIS68-18	0.0002736449116	0	2.64E-05	2.28E-05	4.19E-05	3.81E-05	1.87E-05	0	0.0007385612179	2.55E-05	9.48E-06	2.52E-05	0	9.11E-06	0	4.67E-05	0	0	6.11E-05	6.07E-05	6.99E-05	6.72E-05	0.0001029258064	0.0005880831596	6.88E-05	0.005752687841	0.0001085946857	2.78E-05	1.46E-05	1.46E-05	0	0	0.0004259530344	4.27E-05	6.38E-05	7.26E-05	0.0004900254319
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae	0	0	0	0	2.09E-05	0	0	0	0	0	1.90E-05	0	0	0	0	0	8.62E-05	0	3.06E-05	0	7.83E-06	1.68E-05	1.40E-05	0	1.72E-05	2.57E-05	0	0	0	2.91E-05	0	4.66E-05	0	0	4.26E-06	4.84E-06	1.06E-05
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus	0.0003127370419	0	1.32E-05	1.14E-05	1.05E-05	1.91E-05	0	0	0.0003692806089	7.15E-05	5.69E-05	0	2.29E-05	1.82E-05	0.0001529591789	5.61E-05	4.31E-05	5.80E-06	0.0001985957144	0.0001417064862	7.52E-05	0.0002269581953	0.0003602403224	0.0008118104485	6.88E-05	0.007370631296	0.0008687574854	0.0001942692783	4.88E-06	0.0006848292116	3.85E-06	0.0001034525531	0.0001920964665	0.0005409977336	0.0002213427348	0.001321052673	0.0008649309111
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Aquiflexum	0.0001123898744	0	2.64E-05	2.28E-05	0	9.53E-06	0	0	0.0002521916354	0	1.90E-05	0	7.63E-06	1.82E-05	0.0004129897829	0.000224379087	3.23E-05	0	0.000183319121	2.02E-05	6.71E-05	0.0002605816317	0.0007625866565	0.001815387145	0.0002923821717	0.005354622387	0.0002443380428	0.0004440440647	0	0.0004225541944	1.54E-05	0.0001913872232	0.000325728791	4.27E-05	9.79E-05	0.001161364987	0.0007620670362
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella	0.0001026168419	1.22E-05	0	0	3.14E-05	0	0	0	0.0001441095059	1.53E-05	9.48E-06	2.52E-05	7.63E-06	9.11E-06	0.0002294387683	1.87E-05	3.23E-05	5.80E-06	0.0004582978025	4.05E-05	5.71E-05	0.0001176820272	8.42E-05	0.0001789818312	0.0005675653921	0.0001412490318	0.0001085946857	2.78E-05	4.88E-05	0.0005245500344	0	8.28E-05	0	0.0006976023408	0.0001234411406	0.000130653561	0.0001889200489
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium	3.42E-05	0	1.32E-05	0	1.05E-05	9.53E-06	9.33E-06	1.00E-05	0.0001351026618	1.02E-05	9.48E-06	0	7.63E-06	0	0.0002447346862	0.0001308878007	3.23E-05	0	0.0002291489013	4.05E-05	4.63E-05	0.0004118870952	0.0003555618767	0.0009140857806	0.000189188464	0.001322604571	0.001737514971	2.78E-05	0	0.0006265458745	7.71E-06	0.0002741492657	0.0001336323245	0	0.0001915465975	0.001335569735	0.0005018498308
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola	0.0001954606512	0	0	1.14E-05	6.28E-05	0	0	0	0.0003242463883	4.08E-05	7.58E-05	0	3.05E-05	3.64E-05	0.0005047652903	0.0001308878007	7.54E-05	5.80E-06	0.0001985957144	0.0001214627024	9.07E-05	0.0004118870952	0.000552056598	0.000824594865	0.0007567538562	0.006356206431	0.001561048607	0.0001665165243	4.88E-06	0.0001894208458	3.08E-05	0.0001965598509	5.01E-05	0.0003416827791	0.0001489806869	0.002134008164	0.0009150357615
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae	0	0	0	0	0	0	0	0	2.70E-05	5.11E-06	0	0	0	0	0	0	0	5.80E-06	0	0	1.90E-06	0	0	8.95E-05	0	0	0	0	0	0	0	0	0	0	8.51E-06	0	6.53E-06
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Arcticibacterium	0.000122162907	0	0	1.14E-05	0	0	0	0	0.0001801368824	0	9.48E-06	2.52E-05	7.63E-06	0	4.59E-05	0.0001028404149	4.31E-05	0	0	0.0001012189187	3.25E-05	0.0006052218542	0.0001122826979	0.000300433788	3.44E-05	0.00371099729	0.0005293990927	8.33E-05	0	0.0007576833831	0	5.69E-05	0.0004760651561	1.42E-05	4.26E-05	3.87E-05	0.0004508102127
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga	0.001451295335	0	0	0	0	0	9.33E-06	0	0.0001170889736	1.02E-05	9.48E-06	0	0	0	0.0001070714252	7.48E-05	1.08E-05	0	0.0001069361539	8.10E-05	9.89E-05	0.0002101464771	0.0001263180351	0.0002429039137	0.0001031937077	0.0006035185904	0.001615345949	0	4.88E-06	0.00010199584	3.85E-06	0.0001137978084	1.67E-05	0.0005552345161	0.0001021581853	0.0002564681013	0.0002704343086
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter	0.0001172763907	0	0	0	0	9.53E-06	1.87E-05	2.00E-05	0.0002161642589	3.06E-05	3.79E-05	5.03E-05	0	0.0001092679231	0.000810683648	5.61E-05	0	5.80E-06	3.06E-05	0.0002024378374	8.58E-05	0.0007229038814	0.0007485513193	0.0008821247393	0.0001547905615	0.003852246322	0.002389083085	2.78E-05	9.75E-06	4.37E-05	0	3.62E-05	0.0001085762637	5.69E-05	0.0001447240959	4.84E-05	0.000615050802
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Fibrella	0.0001710280698	0	1.32E-05	4.57E-05	0	9.53E-06	9.33E-06	3.01E-05	0.0003152395442	2.55E-05	4.74E-05	2.52E-05	2.29E-05	2.73E-05	0.0005506530439	6.54E-05	0	1.16E-05	0.000183319121	8.10E-05	8.17E-05	0.0003278285043	0.001108791642	0.0006967506999	0.0001547905615	0.007499039507	0.001479602592	0.0001110110162	1.95E-05	0.0002331333486	1.93E-05	5.69E-05	8.35E-06	0.0003132092142	0.0001149279585	0.0007355311585	0.0008585759371
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Leadbetterella	0.0001417089721	1.22E-05	0	0	1.05E-05	0	9.33E-06	0	0.001774348292	1.53E-05	4.74E-05	0	0	0.0004370716925	4.59E-05	0	5.39E-05	1.74E-05	7.64E-05	0	0.0001320664088	0.0001344937454	7.49E-05	0.0006647896586	5.16E-05	0.004019176996	0.0007194397926	2.78E-05	2.93E-05	8.74E-05	0	2.59E-05	0.0001586883854	0.0002420253019	0.0001745202332	1.45E-05	0.000428293092
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Pseudarcicella	1.47E-05	0	0	1.14E-05	2.09E-05	0	0	0	4.50E-05	0	1.90E-05	0	0	0	0.0005047652903	0	7.54E-05	0	0	0	3.46E-05	0.0002185523362	8.42E-05	1.92E-05	0	0.001810555771	9.50E-05	0	4.88E-06	0.00010199584	0	0.0001810419679	0	1.42E-05	3.41E-05	9.68E-06	0.0001715598569
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Runella	0.0005472898232	0	0	2.28E-05	3.14E-05	0.000123834043	9.33E-06	1.00E-05	0.0006394859326	0.0001123151293	0.0001232495717	2.52E-05	2.29E-05	4.55E-05	0.0002294387683	7.48E-05	5.39E-05	1.74E-05	0.0002444254947	8.10E-05	0.0001207127918	0.000882615204	0.001291251026	0.001163381903	0.001410314005	0.009425162668	0.001180967207	0.0002497747864	4.88E-05	0.0007868250516	3.85E-06	0.0001137978084	0.0008519060688	0.0009396276426	0.0006427452492	0.00155332567	0.001369620149
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma	0.000508197693	0	6.60E-05	6.85E-05	4.19E-05	6.67E-05	9.33E-06	2.00E-05	0.00107181445	9.19E-05	0.0001990954619	7.55E-05	0.0001984297945	0.0002549584873	0.0006118367155	0.0003085212446	4.31E-05	5.22E-05	0.0005041275828	0.0001012189187	0.0002146688831	0.001950159308	0.001824593841	0.002448215762	0.0008427486126	0.01775885554	0.004004429034	0.0001942692783	4.39E-05	0.0002039916801	1.16E-05	0.0003207029146	0.001319619205	0.0004128666915	0.0004554552428	0.002758241844	0.002303305978
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagales bacterium TFI 002	7.82E-05	0	2.64E-05	1.14E-05	1.05E-05	9.53E-06	0	0	5.40E-05	0	9.48E-06	2.52E-05	7.63E-06	1.82E-05	0.000137663261	7.48E-05	9.69E-05	5.80E-06	0.0001069361539	6.07E-05	3.67E-05	0.0002773933498	5.61E-05	8.95E-05	8.60E-05	0.002940548026	0.0009230548282	0.0001665165243	0	0.0008742500574	0	5.17E-06	0.0006013454604	1.42E-05	0.0001064147764	0.001103296738	0.0004829237461
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga	0.0001856876186	7.30E-05	0	0	2.09E-05	0	0	2.00E-05	0.0001801368824	4.59E-05	1.90E-05	0	2.29E-05	3.64E-05	0.0004282857008	0.0001121895435	1.08E-05	5.80E-06	0.0006568935169	0.0001417064862	9.80E-05	0.0006808745859	9.82E-05	0.000249296122	0.0006535601485	0.0009373799383	0.002104022035	5.55E-05	3.90E-05	0.0006702583773	1.93E-05	0.0001137978084	0.0009521303122	2.85E-05	8.09E-05	0.00123878932	0.0005280989191
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirgaceae bacterium 311	0.0002003471674	0	0	0	2.09E-05	7.62E-05	0	0	0.0005043832708	3.06E-05	3.79E-05	0.0001006891417	0	9.11E-06	0.0005812448797	7.48E-05	0	2.32E-05	7.64E-05	2.02E-05	8.78E-05	0.0002521757726	0.0001169611436	0.001080283195	0.0001375916102	0.004057699459	0.001099521192	0.0001387637702	6.34E-05	0.00010199584	0	0.0001086251807	4.18E-05	0.0004413402564	0.0001489806869	2.42E-05	0.0005208848894
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marivirga	0.0001417089721	1.22E-05	0	1.14E-05	0	0	0	0	0.0001711300383	3.57E-05	0	0	7.63E-06	0	6.12E-05	2.80E-05	2.15E-05	0	4.58E-05	2.02E-05	2.78E-05	0.0002857992089	0.0001122826979	0.0001598052064	3.44E-05	0.001733510845	0.0006379937783	2.78E-05	0	0.0005391208687	7.32E-05	5.69E-05	0	1.42E-05	0.0001149279585	9.68E-06	0.0002533088266
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae	4.40E-05	0	0	0	0	0	0	0	3.60E-05	0	0	2.52E-05	0	0	1.53E-05	0	0	0	0	0	6.02E-06	8.41E-06	9.36E-06	1.28E-05	0	0.001617943455	0	0	0	0	0	0	0	0	1.70E-05	4.84E-06	0.0001113570672
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter	0.0008258212511	6.09E-05	0.0001584982816	0.0002741835613	0.0001361235877	0.0004381819981	2.80E-05	0.0005813742525	0.004080100387	0.0004747866829	0.0006920937486	0.0001006891417	5.34E-05	7.28E-05	0.0008718673195	0.000299172116	5.39E-05	0.0001332928432	0.0004735743959	0.0002834129724	0.0005046063732	0.003084950284	0.003298304251	0.005593182224	0.000619162246	0.02236871031	0.003108522877	0.0001110110162	0.004699872894	0.001209379246	8.86E-05	0.0004034649571	0.0005595853589	0.00103928512	0.001328056409	0.00130169659	0.003254255169
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter	0.0005130842093	0	0	3.43E-05	5.24E-05	1.91E-05	9.33E-06	1.00E-05	0.0006034585561	4.08E-05	0.0001516917805	0	3.82E-05	4.55E-05	0.00130015302	0.0002711247301	0.0001077118218	5.80E-06	0.0002749786815	0.0002226816212	0.0001850118972	0.0008405859086	0.0005426997065	0.00120812736	0.000309581123	0.00873175833	0.003936557356	2.78E-05	3.90E-05	0.0007285417145	3.85E-06	0.000150006202	0.0001002242434	0.0005552345161	0.0004086327412	0.0002371120182	0.001187978076
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	0.000386034786	0	1.32E-05	1.14E-05	1.05E-05	0.0002667194771	0	2.00E-05	0.0008736638797	5.11E-05	0.0001042880991	2.52E-05	2.29E-05	9.11E-06	0.0001529591789	0.0001028404149	2.15E-05	5.80E-06	0.000183319121	0.0001821940537	0.0001221366838	0.0004623222497	0.0006783746331	0.001316794901	0.0001547905615	0.01276377615	0.0005701220998	0.0003607858026	9.75E-06	0.0007285417145	4.62E-05	6.21E-05	0.0001670404057	0.0003559195616	0.0002426256901	6.77E-05	0.001199127419
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Persicobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Persicobacteraceae;Persicobacter	0.0001661415535	0	0	0	1.05E-05	0	9.33E-06	1.00E-05	0.0003602737648	2.04E-05	1.90E-05	0	7.63E-06	9.11E-06	3.06E-05	0.0002056808297	0	1.16E-05	0.0003513616486	8.10E-05	6.46E-05	0.0003278285043	0.0004631661288	0.001661974147	0.0002579842692	0.00251680093	0.001248838885	0.0001110110162	9.75E-06	8.74E-05	0	0.000150006202	0.0001503363651	9.97E-05	0.0002085729617	3.39E-05	0.0004884817208
Bacteria;Bacteroidetes;Flavobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
